epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,9,,0.47828590869903564,,,,,
0,,19,,0.365869402885437,,,,,
0,,29,,0.2852896451950073,,,,,
0,,39,,0.2472803145647049,,,,,
0,,49,,0.2273627519607544,,,,,
0,,59,,0.19931495189666748,,,,,
0,,69,,0.1843065470457077,,,,,
0,,79,,0.16685712337493896,,,,,
0,,89,,0.1767646223306656,,,,,
0,,99,,0.1585567146539688,,,,,
0,,109,,0.15611155331134796,,,,,
0,,119,,0.1540372222661972,,,,,
0,,129,,0.14984072744846344,,,,,
0,,139,,0.14925341308116913,,,,,
0,,149,,0.14530731737613678,,,,,
0,,159,,0.14579124748706818,,,,,
0,,169,,0.14589186012744904,,,,,
0,,179,,0.13754291832447052,,,,,
0,,189,,0.14784197509288788,,,,,
0,,199,,0.14658020436763763,,,,,
0,,209,,0.14295810461044312,,,,,
0,,219,,0.15114443004131317,,,,,
0,,229,,0.1423157900571823,,,,,
0,,239,,0.14094862341880798,,,,,
0,,249,,0.1529005616903305,,,,,
0,,259,,0.15976808965206146,,,,,
0,,269,,0.15296347439289093,,,,,
0,,279,,0.1473892331123352,,,,,
0,,289,,0.14644335210323334,,,,,
0,,299,,0.1367504745721817,,,,,
0,,309,,0.14682678878307343,,,,,
0,,319,,0.1437060385942459,,,,,
0,,324,,,0.18307431042194366,0.7469461560249329,0.25639209151268005,0.44707199931144714,0.11182385683059692
0,,324,0.18676842749118805,,,,,,
