epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,9,,0.43687334656715393,,,,,
0,,19,,0.34523463249206543,,,,,
0,,29,,0.273919016122818,,,,,
0,,39,,0.25401976704597473,,,,,
0,,49,,0.22333960235118866,,,,,
0,,59,,0.19266383349895477,,,,,
0,,69,,0.1664850264787674,,,,,
0,,79,,0.15541207790374756,,,,,
0,,89,,0.1510450392961502,,,,,
0,,99,,0.15925167500972748,,,,,
0,,109,,0.14253012835979462,,,,,
0,,119,,0.14277446269989014,,,,,
0,,129,,0.14786867797374725,,,,,
0,,139,,0.15019765496253967,,,,,
0,,149,,0.15140976011753082,,,,,
0,,159,,0.15060991048812866,,,,,
0,,169,,0.14147773385047913,,,,,
0,,179,,0.1410897970199585,,,,,
0,,189,,0.15511085093021393,,,,,
0,,199,,0.1437796950340271,,,,,
0,,209,,0.147779181599617,,,,,
0,,219,,0.13214083015918732,,,,,
0,,229,,0.13871540129184723,,,,,
0,,239,,0.14476148784160614,,,,,
0,,249,,0.13936756551265717,,,,,
0,,259,,0.13576719164848328,,,,,
0,,269,,0.13540343940258026,,,,,
0,,279,,0.14114969968795776,,,,,
0,,289,,0.1404518038034439,,,,,
0,,299,,0.14570875465869904,,,,,
0,,309,,0.13805629312992096,,,,,
0,,319,,0.14058555662631989,,,,,
0,,324,,,0.1797417551279068,0.8027105331420898,0.27862104773521423,0.45316600799560547,0.11831825971603394
0,,324,0.17952653765678406,,,,,,
,0.001,325,,,,,,,
1,,329,,0.14039315283298492,,,,,
1,,339,,0.13694296777248383,,,,,
1,,349,,0.13694070279598236,,,,,
1,,359,,0.13960184156894684,,,,,
1,,369,,0.13706061244010925,,,,,
1,,379,,0.13419094681739807,,,,,
1,,389,,0.1419735997915268,,,,,
1,,399,,0.13567472994327545,,,,,
1,,409,,0.13459502160549164,,,,,
1,,419,,0.1418950855731964,,,,,
1,,429,,0.1411665678024292,,,,,
