epoch,lr-Adam,step,train_loss_step
,0.001,0,
0,,9,0.39042195677757263
0,,19,0.297736793756485
0,,29,0.2588341534137726
0,,39,0.21935462951660156
0,,49,0.20361535251140594
0,,59,0.18812821805477142
0,,69,0.1662873476743698
0,,79,0.15881997346878052
0,,89,0.16024421155452728
