epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.001,0,,,,,,,
0,,9,,0.4038037955760956,,,,,
0,,19,,0.3271525800228119,,,,,
0,,29,,0.2758634388446808,,,,,
0,,39,,0.24135136604309082,,,,,
0,,49,,0.20209793746471405,,,,,
0,,59,,0.19635522365570068,,,,,
0,,69,,0.17839278280735016,,,,,
0,,79,,0.17711834609508514,,,,,
0,,89,,0.15861503779888153,,,,,
0,,99,,0.1523236632347107,,,,,
0,,109,,0.1542235165834427,,,,,
0,,119,,0.15905366837978363,,,,,
0,,129,,0.1481630653142929,,,,,
0,,139,,0.14979813992977142,,,,,
0,,149,,0.1389065384864807,,,,,
0,,159,,0.1445535570383072,,,,,
0,,169,,0.14528898894786835,,,,,
0,,179,,0.14142967760562897,,,,,
0,,189,,0.14797988533973694,,,,,
0,,199,,0.15298540890216827,,,,,
0,,209,,0.14208205044269562,,,,,
0,,219,,0.14250633120536804,,,,,
0,,229,,0.14299756288528442,,,,,
0,,239,,0.1444869488477707,,,,,
0,,249,,0.1412825733423233,,,,,
0,,259,,0.1365593522787094,,,,,
0,,269,,0.13588082790374756,,,,,
0,,279,,0.13882313668727875,,,,,
0,,289,,0.14129675924777985,,,,,
0,,299,,0.14599546790122986,,,,,
0,,309,,0.14216455817222595,,,,,
0,,319,,0.1459752470254898,,,,,
0,,324,,,0.17079220712184906,0.7847301959991455,0.25768178701400757,0.4241963326931,0.10830364376306534
0,,324,0.18137970566749573,,,,,,
,0.001,325,,,,,,,
1,,329,,0.1482817679643631,,,,,
1,,339,,0.14123983681201935,,,,,
1,,349,,0.143501415848732,,,,,
1,,359,,0.1449393630027771,,,,,
1,,369,,0.1382242739200592,,,,,
1,,379,,0.1331302374601364,,,,,
1,,389,,0.14272814989089966,,,,,
1,,399,,0.1359240859746933,,,,,
1,,409,,0.1382376104593277,,,,,
1,,419,,0.13664992153644562,,,,,
1,,429,,0.13417008519172668,,,,,
1,,439,,0.14455844461917877,,,,,
1,,449,,0.13036982715129852,,,,,
1,,459,,0.13521067798137665,,,,,
1,,469,,0.1405288577079773,,,,,
1,,479,,0.13158884644508362,,,,,
1,,489,,0.1321946531534195,,,,,
1,,499,,0.14073191583156586,,,,,
1,,509,,0.1467110961675644,,,,,
1,,519,,0.1452808827161789,,,,,
1,,529,,0.1418418288230896,,,,,
1,,539,,0.1364314705133438,,,,,
1,,549,,0.13692675530910492,,,,,
1,,559,,0.13662485778331757,,,,,
1,,569,,0.12706568837165833,,,,,
1,,579,,0.14713960886001587,,,,,
1,,589,,0.13254480063915253,,,,,
1,,599,,0.1400890350341797,,,,,
1,,609,,0.13686050474643707,,,,,
1,,619,,0.14062881469726562,,,,,
1,,629,,0.13153916597366333,,,,,
1,,639,,0.13321895897388458,,,,,
1,,649,,0.13265186548233032,,,,,
1,,649,,,0.17899934947490692,0.709028959274292,0.25461921095848083,0.3841531276702881,0.10777012258768082
1,,649,0.13942448794841766,,,,,,
,0.001,650,,,,,,,
2,,659,,0.139720618724823,,,,,
2,,669,,0.1409877985715866,,,,,
2,,679,,0.1415385901927948,,,,,
